NR_SEQ_EXAME;NM_EXAME;CD_EXAME_INTEGRACAO;RESPOSTA
18145;Alfa Fetoproteina (Matrix);AFE; Cod_exame = 18145 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18501;Alfa Galactosidase A (Matrix);AGAA; Cod_exame = 18501 | Material= SORO CONGELADO | Estab_liberado = Hospital do Coracao
18501;Alfa Galactosidase A (Matrix);AGAA; Cod_exame = 18501 | Material= SORO CONGELADO | Estab_liberado = Hospital Santa Luzia
19444;Alfa Talassemia, Estudo Molecular (Matrix);ALFATALA; Cod_exame = 19444 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital do Coracao
19444;Alfa Talassemia, Estudo Molecular (Matrix);ALFATALA; Cod_exame = 19444 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital Santa Luzia
18143;Alfa 1 Anti Tripsina (Matrix);A1A; Cod_exame = 18143 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18143;Alfa 1 Anti Tripsina (Matrix);A1A; Cod_exame = 18143 | Material= Soro | Estab_liberado = Hospital do Coracao
18409;Alfa 1 Antripsina Fecal, Dosagem (Matrix);A1AF; Cod_exame = 18409 | Material= Fezes | Estab_liberado = Hospital do Coracao
18409;Alfa 1 Antripsina Fecal, Dosagem (Matrix);A1AF; Cod_exame = 18409 | Material= Fezes | Estab_liberado = Hospital Santa Luzia
18144;Alfa 1 Glicoproteina Acida (Matrix);AGLA; Cod_exame = 18144 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18144;Alfa 1 Glicoproteina Acida (Matrix);AGLA; Cod_exame = 18144 | Material= Soro | Estab_liberado = Hospital do Coracao
18410;Alfa 2 Macroglobulina (Matrix);A2M; Cod_exame = 18410 | Material= Soro | Estab_liberado = Hospital do Coracao
18410;Alfa 2 Macroglobulina (Matrix);A2M; Cod_exame = 18410 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19373;Alfa-L-Iduronase (Matrix);IDURON; Cod_exame = 19373 | Material= Sangue Papel de Filtro | Estab_liberado = Hospital Santa Luzia
19373;Alfa-L-Iduronase (Matrix);IDURON; Cod_exame = 19373 | Material= Sangue Papel de Filtro | Estab_liberado = Hospital do Coracao
19372;Alfa-2-Antiplasmina - Plasma (Matrix);ALFA2PLA; Cod_exame = 19372 | Material= Plasma | Estab_liberado = Hospital do Coracao
19372;Alfa-2-Antiplasmina - Plasma (Matrix);ALFA2PLA; Cod_exame = 19372 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
19876;ALPRAZOLAM;ALPRA; Cod_exame = 19876 | Material= Soro | Estab_liberado = Hospital do Coracao
19876;ALPRAZOLAM;ALPRA; Cod_exame = 19876 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18502;Aluminio - Urina (Matrix);ALU; Cod_exame = 18502 | Material= Urina | Estab_liberado = Hospital do Coracao
18502;Aluminio - Urina (Matrix);ALU; Cod_exame = 18502 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18146;Aluminio Serico (Matrix);ALS; Cod_exame = 18146 | Material= Soro | Estab_liberado = Hospital do Coracao
18146;Aluminio Serico (Matrix);ALS; Cod_exame = 18146 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18070;Amicacina (Matrix);AMIC; Cod_exame = 18070 | Material= Soro | Estab_liberado = Hospital do Coracao
18070;Amicacina (Matrix);AMIC; Cod_exame = 18070 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= LIQUIDOS CORPORAIS | Estab_liberado = Hospital do Coracao
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= Líquido Ascítico | Estab_liberado = Hospital Santa Luzia
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= Líquido Ascítico | Estab_liberado = Hospital do Coracao
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= Líquido Pleural | Estab_liberado = Hospital do Coracao
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= LIQUIDOS CORPORAIS | Estab_liberado = Hospital Santa Luzia
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= Líquido Pericardico | Estab_liberado = Hospital Santa Luzia
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= Líquido Pericardico | Estab_liberado = Hospital do Coracao
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= Diversos | Estab_liberado = Hospital do Coracao
18147;Amilase - Liquidos Corporais (Matrix);AMILC; Cod_exame = 18147 | Material= Líquido Pleural | Estab_liberado = Hospital Santa Luzia
18148;Amilase - Urinaria 24 Horas (Matrix);AMU; Cod_exame = 18148 | Material= Urina | Estab_liberado = Hospital do Coracao
18148;Amilase - Urinaria 24 Horas (Matrix);AMU; Cod_exame = 18148 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18503;Amilase Isoenzimas (Matrix);AMIISO; Cod_exame = 18503 | Material= Soro | Estab_liberado = Hospital do Coracao
18503;Amilase Isoenzimas (Matrix);AMIISO; Cod_exame = 18503 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18504;Amilase Punçao Pancreatica (Matrix);AMID; Cod_exame = 18504 | Material= LIQUIDO DE PUNCAO PANCREATICA | Estab_liberado = Hospital Santa Luzia
18504;Amilase Punçao Pancreatica (Matrix);AMID; Cod_exame = 18504 | Material= LIQUIDO DE PUNCAO PANCREATICA | Estab_liberado = Hospital do Coracao
18071;Amilase Serica (Matrix);AMI; Cod_exame = 18071 | Material= Soro | Estab_liberado = Hospital do Coracao
18071;Amilase Serica (Matrix);AMI; Cod_exame = 18071 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18505;Amilase Urinaria - Amostra Unica (Matrix);AMIU; Cod_exame = 18505 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18505;Amilase Urinaria - Amostra Unica (Matrix);AMIU; Cod_exame = 18505 | Material= Urina | Estab_liberado = Hospital do Coracao
19374;Amiloidose Familiar, Analise Molecular - Diversos (Matrix);AMILMOL; Cod_exame = 19374 | Material= Diversos | Estab_liberado = Hospital do Coracao
19374;Amiloidose Familiar, Analise Molecular - Diversos (Matrix);AMILMOL; Cod_exame = 19374 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
18149;Amonia - Sangue (Matrix);AMO; Cod_exame = 18149 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
18149;Amonia - Sangue (Matrix);AMO; Cod_exame = 18149 | Material= Plasma | Estab_liberado = Hospital do Coracao
18506;Amonia - Urina 24H (Matrix);AMO24; Cod_exame = 18506 | Material= Urina 24 Horas | Estab_liberado = Hospital do Coracao
18506;Amonia - Urina 24H (Matrix);AMO24; Cod_exame = 18506 | Material= Urina 24 Horas | Estab_liberado = Hospital Santa Luzia
19375;Analise de Amiloidose por Proteomica (Matrix);AMILPROT; Cod_exame = 19375 | Material= Bloco de Parafina | Estab_liberado = Hospital do Coracao
19375;Analise de Amiloidose por Proteomica (Matrix);AMILPROT; Cod_exame = 19375 | Material= Bloco de Parafina | Estab_liberado = Hospital Santa Luzia
19377;Analise de Deleçao/Duplicaçao, do Gene ABCD1, Adrenoleucodistro (Matrix);ADRELEU; Cod_exame = 19377 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19377;Analise de Deleçao/Duplicaçao, do Gene ABCD1, Adrenoleucodistro (Matrix);ADRELEU; Cod_exame = 19377 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19822;Analise de Deleçao/Duplicaçao do IDS, Mucopolissacaridose Tipo II (Matrix);MUCO2D; Cod_exame = 19822 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19822;Analise de Deleçao/Duplicaçao do IDS, Mucopolissacaridose Tipo II (Matrix);MUCO2D; Cod_exame = 19822 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19378;Analise de Hipermutaçao Somatica do IGH, para LLC - Varios Materiais (Matrix);IGHLLC; Cod_exame = 19378 | Material= Diversos | Estab_liberado = Hospital do Coracao
19378;Analise de Hipermutaçao Somatica do IGH, para LLC - Varios Materiais (Matrix);IGHLLC; Cod_exame = 19378 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19506;Analise do Exon 12 do JAK2, Varios Materiais (Matrix);JAK2DV12; Cod_exame = 19506 | Material= Diversos | Estab_liberado = Hospital do Coracao
19506;Analise do Exon 12 do JAK2, Varios Materiais (Matrix);JAK2DV12; Cod_exame = 19506 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
18150;Androstenediona (Matrix);AND; Cod_exame = 18150 | Material= Soro | Estab_liberado = Hospital do Coracao
18150;Androstenediona (Matrix);AND; Cod_exame = 18150 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18507;Anfetamina - Teste De Triagem (Matrix);AFC; Cod_exame = 18507 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18507;Anfetamina - Teste De Triagem (Matrix);AFC; Cod_exame = 18507 | Material= Urina | Estab_liberado = Hospital do Coracao
18508;Angiotensina I (Matrix);ANG; Cod_exame = 18508 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18508;Angiotensina I (Matrix);ANG; Cod_exame = 18508 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
19379;Angiotensina II, Plasma (Matrix);ANGIOII; Cod_exame = 19379 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
19379;Angiotensina II, Plasma (Matrix);ANGIOII; Cod_exame = 19379 | Material= Plasma | Estab_liberado = Hospital do Coracao
19041;Anidrase Carbonica, Anticorpos Anti (Matrix);ANDCB; Cod_exame = 19041 | Material= Soro | Estab_liberado = Hospital do Coracao
19041;Anidrase Carbonica, Anticorpos Anti (Matrix);ANDCB; Cod_exame = 19041 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19380;Anidroglucitol, 1, 5 - Soro (Matrix);ANIDR15; Cod_exame = 19380 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19380;Anidroglucitol, 1, 5 - Soro (Matrix);ANIDR15; Cod_exame = 19380 | Material= Soro | Estab_liberado = Hospital do Coracao
18411;Anti Cardiolipina IGA (Matrix);ACA; Cod_exame = 18411 | Material= Soro | Estab_liberado = Hospital do Coracao
18411;Anti Cardiolipina IGA (Matrix);ACA; Cod_exame = 18411 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18151;Anti Cardiolipina IGG (Matrix);ACG; Cod_exame = 18151 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18151;Anti Cardiolipina IGG (Matrix);ACG; Cod_exame = 18151 | Material= Soro | Estab_liberado = Hospital do Coracao
18152;Anti Cardiolipina IGM (Matrix);ACM; Cod_exame = 18152 | Material= Soro | Estab_liberado = Hospital do Coracao
18152;Anti Cardiolipina IGM (Matrix);ACM; Cod_exame = 18152 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18104;Anti CCP (Citrulina) (Matrix);CCP; Cod_exame = 18104 | Material= Soro | Estab_liberado = Hospital do Coracao
18104;Anti CCP (Citrulina) (Matrix);CCP; Cod_exame = 18104 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18153;Anti Centromero (Matrix);ANC; Cod_exame = 18153 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18153;Anti Centromero (Matrix);ANC; Cod_exame = 18153 | Material= Soro | Estab_liberado = Hospital do Coracao
18722;Anti Coclea (Matrix);ACC; Cod_exame = 18722 | Material= Soro | Estab_liberado = Hospital do Coracao
18722;Anti Coclea (Matrix);ACC; Cod_exame = 18722 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19131;Anti C1Q, Anticorpos, soro (Matrix);C1QQ; Cod_exame = 19131 | Material= Soro | Estab_liberado = Hospital do Coracao
19131;Anti C1Q, Anticorpos, soro (Matrix);C1QQ; Cod_exame = 19131 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18723;Anti Dna Cadeia Simples (Matrix);ANS; Cod_exame = 18723 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18723;Anti Dna Cadeia Simples (Matrix);ANS; Cod_exame = 18723 | Material= Soro | Estab_liberado = Hospital do Coracao
18163;Anti DNA Dupla Helice Ou Nativo (Matrix);DNADP; Cod_exame = 18163 | Material= Soro | Estab_liberado = Hospital do Coracao
18163;Anti DNA Dupla Helice Ou Nativo (Matrix);DNADP; Cod_exame = 18163 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18412;Anti DNA Helice Simples (Matrix);DNA; Cod_exame = 18412 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18412;Anti DNA Helice Simples (Matrix);DNA; Cod_exame = 18412 | Material= Soro | Estab_liberado = Hospital do Coracao
19042;Anti Dnase B (Matrix);DNASEB; Cod_exame = 19042 | Material= Sangue | Estab_liberado = Hospital do Coracao
19042;Anti Dnase B (Matrix);DNASEB; Cod_exame = 19042 | Material= Sangue | Estab_liberado = Hospital Santa Luzia
18413;Anti Endomisio IGA (Matrix);AEA; Cod_exame = 18413 | Material= Soro | Estab_liberado = Hospital do Coracao
18413;Anti Endomisio IGA (Matrix);AEA; Cod_exame = 18413 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18154;Anti Endomisio IGG (Matrix);AEG; Cod_exame = 18154 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18154;Anti Endomisio IGG (Matrix);AEG; Cod_exame = 18154 | Material= Soro | Estab_liberado = Hospital do Coracao
18414;Anti Endomisio IGM (Matrix);AEM; Cod_exame = 18414 | Material= Soro | Estab_liberado = Hospital do Coracao
18414;Anti Endomisio IGM (Matrix);AEM; Cod_exame = 18414 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19303;Anti fator XA  - (Anti fator 10 ativado) (Matrix);ANTIXA; Cod_exame = 19303 | Material= PLASMA CITRATO CONGELADO | Estab_liberado = Hospital do Coracao
19303;Anti fator XA  - (Anti fator 10 ativado) (Matrix);ANTIXA; Cod_exame = 19303 | Material= PLASMA CITRATO CONGELADO | Estab_liberado = Hospital Santa Luzia
18169;Anti Gliadina IGA (Matrix);GLIA; Cod_exame = 18169 | Material= Soro | Estab_liberado = Hospital do Coracao
18169;Anti Gliadina IGA (Matrix);GLIA; Cod_exame = 18169 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18105;Anti Gliadina IGG (Matrix);GLIG; Cod_exame = 18105 | Material= Soro | Estab_liberado = Hospital do Coracao
18105;Anti Gliadina IGG (Matrix);GLIG; Cod_exame = 18105 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18170;Anti Gliadina IGM (Matrix);GLIM; Cod_exame = 18170 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18170;Anti Gliadina IGM (Matrix);GLIM; Cod_exame = 18170 | Material= Soro | Estab_liberado = Hospital do Coracao
19381;Anti Heparina PF4, Anticorpo (Matrix);PF4; Cod_exame = 19381 | Material= SANGUE TOTAL CITRATADO | Estab_liberado = Hospital do Coracao
19381;Anti Heparina PF4, Anticorpo (Matrix);PF4; Cod_exame = 19381 | Material= SANGUE TOTAL CITRATADO | Estab_liberado = Hospital Santa Luzia
18155;Anti Ilhota (Matrix);AIL; Cod_exame = 18155 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18155;Anti Ilhota (Matrix);AIL; Cod_exame = 18155 | Material= Soro | Estab_liberado = Hospital do Coracao
18171;Anti JO-1 (Matrix);AJO; Cod_exame = 18171 | Material= Soro | Estab_liberado = Hospital do Coracao
18171;Anti JO-1 (Matrix);AJO; Cod_exame = 18171 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18106;Anti LA/SSB (Matrix);SSB; Cod_exame = 18106 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18106;Anti LA/SSB (Matrix);SSB; Cod_exame = 18106 | Material= Soro | Estab_liberado = Hospital do Coracao
18724;Anti LKM 1 (Alkm) (Matrix);LKM1; Cod_exame = 18724 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18724;Anti LKM 1 (Alkm) (Matrix);LKM1; Cod_exame = 18724 | Material= Soro | Estab_liberado = Hospital do Coracao
19465;Anti Mieloperoxidase (MPO) (Matrix);MPO; Cod_exame = 19465 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19465;Anti Mieloperoxidase (MPO) (Matrix);MPO; Cod_exame = 19465 | Material= Soro | Estab_liberado = Hospital do Coracao
18725;Anti Mitocondria - Fracao M2 (Matrix);MITM2; Cod_exame = 18725 | Material= Soro | Estab_liberado = Hospital do Coracao
18725;Anti Mitocondria - Fracao M2 (Matrix);MITM2; Cod_exame = 18725 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18156;Anti Mitocondria (Matrix);MIT; Cod_exame = 18156 | Material= Soro | Estab_liberado = Hospital do Coracao
18156;Anti Mitocondria (Matrix);MIT; Cod_exame = 18156 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18157;Anti Musculo Estriado (Matrix);AME; Cod_exame = 18157 | Material= Soro | Estab_liberado = Hospital do Coracao
18157;Anti Musculo Estriado (Matrix);AME; Cod_exame = 18157 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18158;Anti Musculo Liso (Matrix);AML; Cod_exame = 18158 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18158;Anti Musculo Liso (Matrix);AML; Cod_exame = 18158 | Material= Soro | Estab_liberado = Hospital do Coracao
18159;Anti Neutrofilo - Anca (Matrix);ANN; Cod_exame = 18159 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18159;Anti Neutrofilo - Anca (Matrix);ANN; Cod_exame = 18159 | Material= Soro | Estab_liberado = Hospital do Coracao
18726;Anti Nucleossomo (Anti Cromatina) (Matrix);ANUCL; Cod_exame = 18726 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18726;Anti Nucleossomo (Anti Cromatina) (Matrix);ANUCL; Cod_exame = 18726 | Material= Soro | Estab_liberado = Hospital do Coracao
18107;Anti RNP (Matrix);RNP; Cod_exame = 18107 | Material= Soro | Estab_liberado = Hospital do Coracao
18107;Anti RNP (Matrix);RNP; Cod_exame = 18107 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18108;Anti RO/SSA (Matrix);SSA; Cod_exame = 18108 | Material= Soro | Estab_liberado = Hospital do Coracao
18108;Anti RO/SSA (Matrix);SSA; Cod_exame = 18108 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18109;Anti SCL-70 (Matrix);SCL; Cod_exame = 18109 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18109;Anti SCL-70 (Matrix);SCL; Cod_exame = 18109 | Material= Soro | Estab_liberado = Hospital do Coracao
18172;Anti Sm (Matrix);ASM; Cod_exame = 18172 | Material= Soro | Estab_liberado = Hospital do Coracao
18172;Anti Sm (Matrix);ASM; Cod_exame = 18172 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18160;Anti Tireoglobulina (Matrix);TIA; Cod_exame = 18160 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18160;Anti Tireoglobulina (Matrix);TIA; Cod_exame = 18160 | Material= Soro | Estab_liberado = Hospital do Coracao
18161;Anti Tireoperoxidase - Anti TPO (Microssomal) (Matrix);ATI; Cod_exame = 18161 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18161;Anti Tireoperoxidase - Anti TPO (Microssomal) (Matrix);ATI; Cod_exame = 18161 | Material= Soro | Estab_liberado = Hospital do Coracao
18173;Anti Transglutaminase Tecidual IGA (Matrix);TRA; Cod_exame = 18173 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18173;Anti Transglutaminase Tecidual IGA (Matrix);TRA; Cod_exame = 18173 | Material= Soro | Estab_liberado = Hospital do Coracao
18162;Anti Transglutaminase Tecidual IGG (Matrix);TRG; Cod_exame = 18162 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18162;Anti Transglutaminase Tecidual IGG (Matrix);TRG; Cod_exame = 18162 | Material= Soro | Estab_liberado = Hospital do Coracao
19220;Antibiograma Fungos (Antifungigrama) (Matrix);TSAFUNGO; Cod_exame = 19220 | Material= Secreção Genital | Estab_liberado = Hospital Santa Luzia
19220;Antibiograma Fungos (Antifungigrama) (Matrix);TSAFUNGO; Cod_exame = 19220 | Material= Lavado Broncoalveolar | Estab_liberado = Hospital Santa Luzia
19220;Antibiograma Fungos (Antifungigrama) (Matrix);TSAFUNGO; Cod_exame = 19220 | Material= Secreção Vaginal | Estab_liberado = Hospital Santa Luzia
